066  25.461273 -86.132294 -34.316902   9.864611
067  17.785910 -86.528473 -34.750767  10.470783
068  27.995975 -86.337524 -36.260357  10.994977
069  29.548824 -86.568115 -35.793327  11.384420
070  22.502163 -86.409225 -35.435928  10.468692
071  24.794888 -86.030609 -34.235374   9.723302
072  20.451902 -86.276672 -36.099545  10.605703
073  26.286057 -86.013962 -35.299828  10.138375
074  26.032692 -85.313538 -16.497959   8.456002
075  24.606611 -86.658920 -17.613449   9.191535
076  23.675236 -86.203049 -17.105989   8.831411
077  22.363308 -86.021393 -17.816254   8.516906
078  20.765768 -86.346146 -21.420324   8.551048
079  20.636013 -84.386810 -18.634287   6.949556
080  20.644712 -85.500854 -19.636406   7.908570
081  29.739248 -85.292633 -21.131073   8.609420
082  29.080790 -84.631104 -19.102913   8.160012
083  17.305813 -86.082840 -19.143148   8.888848
084  19.972847 -85.774078 -20.577553   8.172408
085  19.800825 -84.807831 -19.436663   7.359705
086  20.240660 -84.834976 -20.327482   7.231486
087  18.089785 -86.846481 -20.960634   9.414273
088  15.919198 -86.823349 -20.238871   9.623487
089  14.597478 -86.359726 -19.433926   9.312253
090  13.255605 -86.436279 -20.150366   9.471628
091  20.012388 -86.503159 -22.692013   8.763618
092  16.611696 -87.119629 -22.239031   9.715775
093  14.909566 -86.903824 -21.475559   9.709378
094  12.873277 -86.459839 -22.172121   9.487496
095   9.900823 -85.512390 -23.091511   9.222001
096  11.127091 -85.865906 -23.924177   9.268815
097  31.039877 -83.978683 -23.059908   7.965859
098  20.299400 -85.648026 -22.637354   7.880699
099  12.266694 -86.286362 -24.823830   9.391827
100  14.798175 -86.910751 -24.487293   9.540188
101  10.842053 -85.493820 -25.431627   9.049423
102  20.338140 -85.951141 -23.628914   8.147176
103  14.252477 -86.598785 -26.122820   9.257926
104  12.407111 -85.946671 -26.323984   9.001392
105  10.558454 -84.902008 -26.230515   8.581637
106  11.279281 -84.565170 -27.269962   8.013339
107  12.533257 -85.215286 -27.594915   8.274694
108  32.098293 -85.113251 -27.651987   9.510543
109  31.978168 -83.934113 -26.300297   8.407571
110  12.626502 -84.679871 -28.461313   7.794405
111  13.416343 -84.554810 -28.796425   7.537661
112  25.303864 -86.252472 -29.460289   8.648453
113  25.404531 -86.760712 -29.695911   9.200905
114  14.321492 -85.146118 -29.490576   8.029045
115  32.599068 -84.575760 -30.480793   9.653944
116  25.224182 -86.727753 -30.276730   9.294717
117  25.752892 -85.528992 -30.779156   8.281986
118  21.046890 -87.144501 -25.634401   9.238390
119  14.688079 -85.304413 -30.960548   8.422245
120  25.383451 -86.259842 -31.533159   9.156706
121  25.662663 -84.215790 -32.157696   7.374174
122  14.776162 -85.554016 -31.724272   8.841211
123  25.473009 -86.441391 -32.938545   9.721470
124  25.396708 -85.558960 -33.414810   9.023739
125  25.266581 -86.053253 -31.292255   8.896872
126  32.832344 -84.590759 -33.478390  10.325775
127  24.647221 -86.312347 -33.498516   9.752996
128  25.244787 -85.428680 -33.328041   8.869584
129  16.267879 -85.883514 -34.431889   9.792553
130  30.850113 -85.893448 -36.333694  11.384965
131  32.797367 -84.630127 -35.601425  10.908377
132  22.823795 -85.578766 -36.130268   9.877468
133  24.131662 -84.621964 -35.427540   8.758421
134  25.041245 -84.176910 -34.690697   8.134731
135  18.393364 -85.737045 -36.513363  10.202318
136  22.570463 -84.541656 -36.814415   9.055823
137  20.304119 -84.804672 -37.478718   9.519684
138  29.418589 -85.738632 -37.698277  11.315586
139  26.856747 -85.119644 -36.829750   9.910878
140  28.636734 -84.987717 -38.629276  10.803717
141  13.509336 -84.424179 -13.268388   8.574761
142  10.815366 -85.074570 -15.853694   8.863034
143  12.073815 -85.526398 -16.327297   9.065432
144  13.872441 -85.126663 -15.038819   8.841743
145  15.256038 -84.825684 -15.108389   8.436668
146  13.623507 -85.327744 -16.645012   8.679372
147  15.348117 -84.597961 -16.764835   7.852915
148  11.116635 -85.863083 -18.130032   9.297455
149  28.049685 -84.030579 -16.017784   8.145080
150  26.662514 -83.975464 -14.698851   8.056126
151  25.006081 -84.824417 -15.720855   8.047419
152  23.344913 -84.748505 -16.337835   7.608043
153  13.032002 -85.694946 -17.912800   8.893195
154   8.845492 -85.014893 -18.350214   8.918444
155  28.980322 -83.634857 -17.741966   7.661560
156  21.784075 -83.790222 -17.313873   6.481408
157  13.102733 -86.094955 -18.835670   9.203406
158  10.649280 -85.951935 -20.078754   9.402099
159  20.198997 -83.656708 -19.581406   6.152247
160  15.068458 -85.386124 -18.350506   8.409027
161   8.417052 -85.157516 -21.641701   9.213994
162   7.080665 -84.313873 -20.651573   8.762089
163  20.480427 -84.893219 -20.626467   7.233261
164  19.910526 -83.441223 -18.914421   6.077656
165  19.132286 -83.952194 -18.591255   6.692571
166  17.305119 -84.467346 -18.155287   7.395631
167  30.219038 -82.781067 -20.736681   6.855317
168  20.475220 -85.190231 -21.950634   7.430564
169   7.829537 -84.328705 -23.593985   8.735569
170  20.584946 -85.790039 -22.832285   7.975916
171  20.429789 -84.097092 -21.923738   6.360734
172   9.439591 -84.441360 -24.983776   8.422959
173   8.406049 -83.708588 -24.680494   8.008139
174  31.841150 -82.639587 -24.840866   7.305065
175  20.518410 -86.459930 -24.052710   8.615891
176   9.419381 -82.275604 -25.450487   6.383602
177  10.109433 -82.852432 -26.086309   6.745823
178  20.580549 -84.537781 -23.030678   6.732594
179  10.456779 -84.024170 -26.799191   7.765188
180  25.404123 -85.702530 -29.289843   8.083354
181  11.513185 -83.341827 -27.543839   6.786047
182  32.423580 -83.664307 -28.084276   8.546620
183  12.364293 -84.008820 -28.219051   7.193443
184  25.708427 -84.759460 -30.318115   7.425006
185  14.121800 -83.791153 -28.989183   6.669120
186  32.647194 -82.908813 -30.067833   8.285323
187  14.958819 -84.074829 -30.140322   7.017381
188  15.375169 -83.926086 -31.197222   7.083206
189  33.030567 -83.288956 -32.528160   9.171756
190  25.509916 -84.839035 -31.387712   7.752429
191  12.943707 -85.897919 -30.967085   9.292443
192  14.062688 -85.777664 -30.840712   8.934945
193  12.296819 -85.233627 -29.395266   8.522048
194  25.497112 -84.293121 -34.976837   8.363799
195  15.541017 -85.374207 -33.359138   9.066897
196  13.457795 -85.948532 -33.202156   9.856729
197  11.542243 -85.632797 -33.065395   9.901288
198  11.242455 -85.552704 -31.056540   9.364693
199  25.453705 -83.130554 -32.845627   6.550174
200  15.007396 -85.754684 -33.862160   9.625901
201  33.503410 -83.169739 -35.935482  10.188276
202  24.032080 -83.547592 -35.782013   7.845896
203  11.971019 -85.395752 -34.956734  10.167662
204  26.296011 -84.316833 -36.830063   9.097864
205  22.931629 -83.921692 -36.574959   8.392834
206  16.656696 -85.549255 -36.404518   9.994641
207  17.983643 -85.018265 -37.670158   9.788289
208  16.036180 -85.310532 -37.063496   9.998986
209  15.636848 -85.676376 -33.953735   9.509288
210  14.145345 -85.365463 -36.510986  10.141071
211  12.305646 -84.710678 -36.563225   9.914795
212  13.537663 -84.447601 -37.522663   9.664481
213  27.307238 -84.461838 -38.180866   9.864893
214  21.798166 -83.420898 -37.038765   8.028995
215  19.525154 -84.053711 -37.950195   8.907829
216  17.524136 -84.218353 -38.234222   9.134117
217  15.193187 -84.768890 -37.759815   9.741583
218  32.621418 -83.838760 -38.124062  11.036929
219  30.390539 -84.705826 -39.105522  11.247237
220  18.753088 -83.145966 -38.250900   8.088930
221  16.904566 -83.386276 -38.619686   8.438920
222  31.609982 -83.753052 -39.916485  11.231870
223  26.234938 -85.180664 -38.913109  10.588018
224  23.999842 -85.311127 -38.268486  10.241798
225  24.585413 -85.442734 -39.645306  10.820463
226  25.678753 -84.821243 -37.463779   9.700778
227  23.510756 -84.856415 -37.462242   9.552494
228  21.354998 -85.052032 -40.080288  10.326216
229  21.062496 -84.332062 -37.893566   9.126091
230  25.225294 -85.198273 -40.783394  11.026853
231  23.965805 -84.905380 -42.086105  10.953169
232  20.944197 -84.761368 -42.866180  10.818861
233  18.322989 -84.792770 -41.687836  10.511400
234  27.103632 -84.370972 -41.281151  10.820206
235  25.910801 -84.650452 -42.171360  11.083070
236  19.103998 -84.541580 -43.314777  10.781587
237  21.310980 -84.187073 -44.723473  10.960083
238  19.142303 -83.637650 -44.857040  10.586600
239  24.287050 -83.757370 -45.855133  11.322210
240  24.960533 -84.328339 -44.277424  11.290994
241  21.152414 -82.960480 -46.306969  10.624099
242  22.875990 -83.512650 -46.258976  11.142674
243  17.849066 -83.682556 -11.739296   7.839427
244  15.878789 -84.022568 -12.222219   8.271220
245  18.609304 -83.888535 -12.964103   7.719261
246  15.899049 -84.395432 -13.315958   8.415884
247  17.300627 -84.008835 -14.923081   7.526047
248  18.988853 -83.517639 -14.594371   7.002312
249  18.406458 -83.088013 -15.936819   6.331352
250  17.205505 -83.371033 -16.905073   6.522393
251  28.077215 -82.476074 -14.272333   7.574286
252  26.069647 -83.320099 -14.354624   7.396057
253  23.882074 -82.684052 -15.366041   5.970482
254  16.824537 -83.966599 -17.529636   7.023911
255   9.361501 -84.054382 -15.893453   8.063471
256  20.518587 -82.722214 -18.719780   5.307262
257   7.044005 -83.548325 -18.952444   7.977137
258  29.600046 -83.205795 -19.075893   7.251410
259  29.991627 -81.719681 -19.011646   6.354468
260   6.148784 -83.481171 -20.407822   8.266932
261  20.045300 -83.301300 -19.890791   5.794727
262   6.130296 -83.546585 -22.122032   8.483224
263  31.297226 -81.800568 -22.449678   6.507427
264  20.333096 -82.818314 -20.906013   5.182556
265   6.270259 -82.848495 -23.525003   7.915521
266   4.824296 -82.255981 -22.504436   7.839267
267   7.666726 -82.788513 -24.383392   7.382209
268   8.709163 -82.329193 -24.957687   6.629737
269  20.598330 -83.874329 -21.791721   6.121044
270  20.680170 -83.401657 -22.525576   5.611232
271  20.714718 -84.815338 -23.568975   6.975856
272  32.127506 -82.374405 -26.750240   7.276817
273  20.512863 -85.905548 -24.363058   8.061227
274  20.659914 -83.815826 -23.591248   5.995460
275  13.782065 -82.726776 -28.654598   5.676541
276  13.600301 -81.937637 -28.054308   4.879587
277  14.986180 -82.329056 -28.785151   5.078723
278  32.329777 -81.611099 -28.953554   6.966648
279  25.809509 -83.592270 -30.128172   6.259689
280  14.920283 -83.050034 -29.431679   5.884326
281  15.630912 -82.698486 -29.486219   5.485070
282  25.806044 -83.124390 -31.761635   6.221601
283  25.729008 -83.253036 -31.649778   6.310744
284  25.708372 -84.016647 -30.220303   6.681650
285  25.574984 -85.242249 -30.335270   7.890158
286  32.968609 -81.572525 -30.979771   7.555349
287  10.205110 -84.511246 -28.250532   8.318068
288  12.230359 -84.167709 -28.464533   7.404075
289  10.619185 -85.244598 -29.842224   9.024458
290  15.726851 -84.437927 -32.437164   7.898512
291  13.798102 -84.573502 -29.373440   7.554241
292  14.615653 -84.672424 -30.308266   7.676130
293   9.801026 -84.771042 -33.225334   9.525821
294  33.732601 -81.629166 -33.869087   8.573084
295  25.484768 -82.997330 -33.459694   6.633085
296  14.456487 -85.359161 -31.439377   8.624446
297  15.202588 -84.843506 -32.318367   8.292114
298  25.019382 -82.753754 -33.919556   6.535586
299  23.786379 -82.349731 -35.202751   6.519511
300  22.160793 -82.471191 -36.412010   6.961331
301  10.737714 -84.152313 -36.033630   9.571112
302  25.646841 -83.550476 -35.779465   7.951766
303  26.326799 -83.248428 -36.371262   7.946152
304  12.373298 -83.626877 -37.241550   9.051404
305  33.761318 -82.436737 -37.949257  10.400313
306  20.410686 -82.512985 -37.330917   7.245825
307  14.181550 -82.352997 -38.010735   7.684195
308  14.709140 -83.642502 -38.216393   8.855156
309  33.018188 -83.094330 -39.483074  11.139875
310  17.414248 -82.237473 -38.253880   7.222633
311  16.871063 -82.647751 -38.507763   7.697982
312  15.365346 -82.542709 -38.468006   7.761817
313  27.903265 -83.867233 -38.957680   9.730483
314  30.087427 -83.544067 -40.522678  10.719177
315  26.768942 -84.664185 -38.106270   9.926245
316  25.003799 -84.058197 -36.308086   8.546001
317  22.870605 -84.262802 -36.974979   8.831532
318  27.523949 -84.173904 -39.242432  10.026180
319  18.749685 -84.606628 -39.678753   9.814021
320  18.692198 -83.835205 -38.540386   8.826153
321  16.955275 -84.500534 -40.620316   9.995711
322  17.368454 -83.892853 -39.214527   9.049873
323  15.792987 -84.002594 -41.996765  10.057384
324  15.654834 -83.973633 -39.977978   9.450894
325  28.396187 -83.219955 -41.737007  10.327630
326  17.318060 -84.204086 -43.128860  10.522446
327  27.230183 -83.686951 -44.446465  11.310494
328  28.805132 -82.658920 -44.975311  11.150719
329  16.222754 -83.260452 -43.953999  10.164025
330  17.615669 -82.825623 -44.899368  10.055315
331  26.662058 -83.266022 -46.072662  11.456464
332  19.386814 -82.229935 -45.892067   9.855247
333  25.698853 -82.773651 -47.044518  11.315649
334  24.079481 -82.523834 -47.223076  10.944712
335  21.037493 -81.619888 -46.813133   9.780068
336  22.887608 -81.958084 -47.308338  10.418295
337  23.959822 -81.357086 -47.735600  10.298002
338  10.019658 -84.832016  -8.496988   9.690260
339   8.369208 -84.020401  -8.148569   9.045553
340   6.884946 -84.098679  -9.539676   9.247792
341   5.274236 -82.925934  -9.303988   8.434014
342   7.671966 -82.563354  -7.943084   7.737294
343   5.441737 -82.255798  -8.847226   7.767415
344   7.225785 -84.263977 -10.903076   9.208175
345   9.382369 -84.455826 -10.926970   9.080664
346  11.492583 -84.364716  -9.943767   9.055516
347  11.003482 -84.945709  -8.929207   9.718824
348   4.363873 -83.149445 -10.742304   8.799165
349   4.816186 -83.586685 -11.625901   9.048582
350  19.543091 -83.674408 -11.802095   7.594069
351  20.320681 -83.480545 -13.019916   7.163694
352  17.857424 -82.795868 -10.712851   7.060367
353  15.080642 -83.428055 -11.589784   7.892950
354   9.196658 -83.906265 -12.662066   8.363930
355   4.155704 -82.717072 -12.929548   8.364212
356  13.336053 -82.854004 -11.446955   7.400835
357   6.821872 -83.625168 -13.392088   8.436829
358   4.284181 -83.100540 -13.312628   8.688431
359  21.318863 -82.364258 -14.381368   5.734082
360  11.454545 -83.709198 -13.122993   8.002000
361   5.340461 -83.240143 -14.428304   8.429059
362  18.188902 -81.821716 -17.230427   4.886155
363  19.710588 -81.873489 -16.140839   5.035343
364   3.671061 -82.389160 -14.523295   8.241447
365  28.814344 -80.971191 -14.083584   6.912573
366  27.483755 -81.486420 -13.722517   6.681854
367  26.138243 -81.524597 -13.966498   5.993349
368  29.197374 -82.114349 -15.674604   7.318537
369  30.086863 -81.056229 -17.484623   6.426936
370  22.615385 -80.707291 -16.549223   3.641792
371  21.510210 -81.198746 -18.038849   3.824490
372  20.460758 -81.058319 -19.462650   3.598502
373   7.422839 -83.335999 -17.674419   7.678982
374  31.044317 -80.174576 -19.710339   5.840144
375   5.621676 -83.005432 -19.314377   7.951087
376  31.385267 -80.124313 -21.414410   5.620161
377  20.481102 -81.984573 -20.821529   4.341252
378  19.892756 -81.704254 -19.150137   4.334428
379  18.249907 -82.446777 -18.148540   5.348841
380   4.594150 -82.621429 -21.036654   8.111253
381   5.278754 -81.083511 -23.485958   6.675783
382   7.095304 -81.598618 -24.079418   6.486451
383   9.035739 -81.429199 -24.878973   5.675327
384  31.721590 -81.068954 -23.697498   6.125668
385  20.200436 -82.681137 -22.996605   4.933945
386  10.707728 -81.161774 -25.717587   4.957888
387  31.942835 -81.276001 -25.408113   6.332452
388  20.939051 -81.549881 -22.177523   3.765304
389  20.637121 -83.222168 -23.114000   5.418498
390  11.510541 -81.991669 -26.653864   5.520856
391  12.722402 -81.173233 -27.272646   4.344340
392  31.648129 -80.706818 -27.252367   5.722696
393  25.682243 -83.595215 -29.888968   6.199841
394  16.327499 -81.770050 -29.195990   4.478321
395   8.719388 -81.720703 -25.532379   6.066662
396   7.849923 -82.673920 -26.627581   7.313657
397   9.411330 -82.508102 -26.222820   6.636764
398  10.262836 -83.389191 -26.924940   7.232352
399   7.408502 -83.093033 -27.642778   7.892083
400   5.972816 -82.629715 -27.752094   8.019284
401  25.800306 -81.923370 -31.375755   4.962500
402  25.620134 -82.184265 -31.338221   5.194442
403  25.755978 -81.940369 -30.958681   4.866615
404  11.486726 -82.673920 -27.505423   6.160174
405   8.671721 -84.083649 -28.429766   8.400508
406   7.195251 -82.946198 -28.804806   7.867349
407  33.282276 -80.109024 -30.151016   6.640332
408  32.129368 -80.301437 -28.407574   5.808313
409  16.321064 -82.834259 -31.343431   5.997073
410  12.503894 -82.409485 -27.949570   5.604826
411  13.737159 -82.876160 -28.938602   5.872180
412   9.257304 -84.597488 -29.896538   8.808561
413   8.216786 -83.787582 -29.558537   8.338752
414   8.509288 -83.731705 -31.070524   8.396022
415  14.903190 -83.374283 -30.027958   6.324529
416  33.753036 -80.034439 -31.894760   7.087306
417  34.593197 -79.485474 -33.651318   7.576068
418  25.927507 -81.501297 -32.443523   4.907030
419  25.879684 -81.860275 -34.598236   5.984226
420  24.961044 -81.689728 -33.121090   5.270437
421  15.943903 -83.012604 -31.602068   6.274516
422  15.359853 -82.932755 -30.751019   6.014045
423   8.754775 -84.001358 -33.102146   9.060289
424   7.723027 -81.991531 -31.458040   7.124481
425   8.041238 -82.927322 -32.755020   8.203411
426  23.758036 -81.232147 -33.985687   5.082582
427  22.250061 -81.171524 -35.463234   5.451011
428   8.263745 -83.195679 -34.311554   8.822795
429  34.018177 -81.595047 -36.213043   9.315400
430   8.739709 -82.987808 -35.531708   8.880923
431   9.673985 -82.879440 -36.162201   8.715357
432  21.135410 -80.964920 -36.409756   5.536201
433  19.103361 -81.016815 -37.596447   5.863419
434  11.997195 -82.732529 -36.939171   8.207003
435  10.715774 -83.092545 -36.472759   8.722872
436  34.506962 -80.471359 -37.552231   9.183864
437  27.090412 -82.509003 -36.861374   7.563306
438  28.007486 -82.876862 -39.335506   9.007415
439  12.958510 -82.169052 -37.488708   7.613318
440  32.082359 -82.465881 -41.124859  10.871239
441  33.937260 -81.674988 -40.414101  10.790749
442  28.867706 -82.951477 -40.613926   9.823290
443  26.336130 -83.625610 -36.883598   8.481893
444  24.524971 -83.147064 -35.609047   7.432413
445  23.022650 -83.380402 -36.535404   7.863194
446  27.506105 -83.545868 -38.782887   9.284460
447  21.254738 -83.371307 -37.401661   8.074074
448  20.216236 -83.713425 -37.970627   8.563832
449  18.819523 -83.067688 -38.396175   8.051310
450  17.833422 -83.164032 -38.827393   8.231480
451  16.780283 -83.199570 -38.802563   8.309195
452  15.529826 -83.028946 -38.844425   8.289310
453  14.441318 -83.147278 -39.620823   8.769379
454  14.261636 -83.377792 -41.337101   9.527377
455  14.326362 -82.517334 -43.756683   9.779849
456  12.642087 -82.815750 -40.623730   9.178814
457  28.516209 -83.272980 -40.749557  10.032347
458  29.394100 -82.177658 -43.770691  10.517216
459  15.130130 -81.739044 -45.225868   9.753624
460  16.315130 -82.236877 -44.947929   9.778245
461  18.729200 -81.584854 -45.391281   9.109940
462  19.804897 -80.674713 -45.891342   8.526713
463  17.250732 -81.429443 -45.048508   9.010755
464  28.635195 -82.136932 -46.944035  11.533236
465  27.496717 -81.702148 -47.738106  11.246227
466  25.582441 -81.007706 -48.145721  10.507756
467  23.029976 -80.971909 -47.051468   9.480478
468  25.376743 -84.248688  -1.785987  10.198316
469  26.571594 -83.396301  -1.034045   9.873430
470  25.146347 -83.457169  -0.843788   9.493520
471  27.031630 -83.481339  -3.286898   9.967360
472  22.590317 -84.754501  -3.659360   9.893426
473  24.909925 -84.548035  -3.122927  10.203190
474  23.164824 -83.510269  -1.641684   8.993822
475  20.252565 -84.158447  -3.264306   9.230569
476  20.757473 -85.014603  -4.656520   9.938430
477  25.979412 -83.619019  -5.453451   9.356687
478  21.839294 -84.489914  -6.099365   9.201923
479  20.388815 -84.836700  -5.760650   9.572434
480  24.099682 -83.802979  -8.160112   8.460133
481  20.666309 -84.333572  -7.348961   8.819060
482  25.646948 -83.154953 -10.442791   7.928599
483  26.540339 -83.107681  -8.687059   8.599109
484  11.475461 -83.923874  -7.246160   8.859406
485  11.133920 -81.951660  -6.332839   7.010926
486  10.151734 -83.727051  -6.993733   8.722862
487   9.022485 -81.529510  -6.680285   6.688138
488   8.953713 -82.913071  -7.251912   7.972627
489  23.175522 -83.654846 -10.538157   7.741112
490  20.874611 -83.899628  -9.196263   8.089293
491  11.728478 -84.507248  -8.143306   9.360702
492   6.876519 -81.618988  -8.047197   6.926599
493  24.357006 -82.964828 -11.345900   7.179447
494  25.240265 -81.729691 -11.423615   6.309794
495   5.691598 -81.521851  -8.917473   6.992625
496  23.813839 -82.060516 -12.341988   6.122126
497  23.183029 -82.949860 -12.008205   6.894946
498  21.382179 -83.455170 -12.043873   7.218599
499  19.689526 -83.350372 -10.640782   7.393479
500  18.920197 -82.428802  -8.973160   6.742338
501  12.725230 -83.288071  -9.292782   8.070570
502  13.033729 -82.618240 -10.315754   7.325996
503   4.934087 -81.651825  -9.660576   7.258298
504  22.688337 -82.104858 -13.296542   5.693150
505  24.102663 -80.760757 -12.727345   4.926885
506  17.916569 -81.891312  -9.877544   6.258990
507  16.899609 -81.631805 -10.328341   6.091809
508  10.865239 -83.951691 -11.953493   8.420678
509  12.107270 -83.446777 -11.539297   7.986532
510   4.278609 -82.040375 -10.616386   7.764118
511  15.260264 -82.333633 -10.868095   6.961125
512   4.305020 -82.002167 -12.177532   7.666623
513   3.819817 -81.701767 -13.704259   7.529805
514  21.763159 -80.642883 -15.670643   3.770934
515   8.219512 -83.526718 -15.425931   7.825140
516   2.748122 -81.642944 -14.962852   7.943366
517   2.868756 -80.730423 -14.467092   7.048458
518  20.680998 -79.969498 -16.607601   3.007143
519   5.163321 -83.146881 -16.355911   8.300671
520   2.160067 -81.600967 -16.744625   8.180966
521   2.168919 -80.855423 -16.183762   7.510075
522  29.932301 -80.761215 -15.330252   6.944326
523  29.903269 -79.866776 -14.041401   6.894908
524  24.533297 -80.650696 -14.761267   4.412202
525  17.844095 -82.359375 -17.603449   5.357021
526   2.673669 -82.251694 -17.824669   8.503970
527   1.755835 -80.508301 -17.370470   7.380459
528   3.646598 -82.608917 -18.886261   8.380448
529   1.249684 -81.008026 -18.722593   8.075219
530   2.182511 -81.468750 -20.205118   8.036095
531   0.953324 -80.717178 -19.714693   7.981041
532  31.869110 -78.476425 -20.057257   5.458733
533  18.959576 -78.244598 -19.599392   1.076465
534   1.248566 -80.235443 -20.694206   7.433101
535   2.006718 -79.721817 -22.086786   6.633312
536   3.046193 -80.591736 -22.528343   7.039296
537  20.349485 -80.472504 -20.486912   2.928900
538  20.166113 -79.471573 -19.795794   2.062188
539  31.260994 -79.543823 -22.717075   4.895224
540  20.190577 -81.523071 -22.323122   3.823552
541   8.194905 -80.301010 -23.868969   4.845173
542   9.977363 -80.146896 -24.226427   4.124833
543   6.519578 -80.426422 -23.700546   5.612101
544  31.425631 -80.061401 -24.678423   5.142786
545  30.576660 -78.680771 -22.990030   3.789732
546  31.030983 -78.626953 -23.772894   3.991420
547  20.840816 -82.222778 -23.181686   4.398978
548  12.027450 -80.199356 -25.969372   3.656227
549  12.982572 -79.684448 -26.241734   2.874545
550  31.316519 -80.156738 -26.471867   5.070295
551  31.622051 -79.358841 -25.779644   4.750313
552  20.385090 -82.062225 -23.367277   4.290423
553  14.149024 -79.832855 -26.835905   2.646403
554  15.490939 -80.814896 -27.906132   3.416708
555  16.345865 -79.799957 -28.098675   2.396995
556   6.496873 -81.385742 -25.304405   6.587322
557   5.126004 -82.361572 -26.269138   8.086687
558   8.468322 -80.691589 -25.263760   5.179589
559   4.425132 -81.488403 -24.844995   7.491449
560   3.090075 -82.054901 -26.003761   8.645046
561  16.689829 -80.993927 -29.569532   3.781872
562  10.578689 -82.393173 -26.449064   6.187705
563   9.950419 -81.100922 -25.608620   5.104403
564   3.519204 -82.261154 -27.164089   8.760373
565  31.888283 -79.677246 -27.284971   5.142159
566  11.708890 -80.769791 -26.522745   4.296874
567   5.817245 -82.299698 -28.997318   7.854207
568  33.063427 -79.013565 -28.255941   5.639115
569  34.063980 -78.554428 -29.950968   6.263354
570  25.620993 -81.411270 -32.310501   4.759653
571  12.734967 -81.110306 -27.712200   4.288591
572  13.547534 -80.335342 -28.865459   3.442951
573   7.559308 -82.389709 -30.205072   7.329182
574   6.293984 -81.311813 -30.477280   6.926968
575  23.996527 -80.151093 -33.010162   3.774909
576  14.687383 -81.009323 -29.724241   4.007427
577   7.059690 -81.207611 -31.103170   6.605393
578  25.869818 -80.959595 -33.322147   4.698107
579  22.297079 -79.895187 -34.057693   3.846800
580  20.908064 -79.840195 -35.780453   4.293285
581   7.352159 -82.479462 -33.875969   8.362459
582   6.681287 -81.791626 -32.757111   7.691147
